Clause,mainVerb,mainReferent,Gold
It Up is the umpteenth collection of Safire's columns,is,It,STATIVE
"and, like the previous collections, contains a selection of letters from readers.",contains,collection,STATIVE
It is those,is,It,STATIVE
that are so sorely missed in his column.,missed,those,STATIVE
"True, there is an occasional mention in his column of a point",is,mention,STATIVE
"raised by a correspondent,",raised,point,DYNAMIC
"and the Letters section of the Magazine prints a comment from time to time,",prints,mention,DYNAMIC
but an important feature of the books is their inclusion of far more writer-reader interaction,is,feature,STATIVE
than one might suspect from reading the column alone.,suspect,one,STATIVE
"For one thing, the letter-writers call attention to errors or misinterpretations",call,letter-writers,DYNAMIC
and are largely critical.,are,letter-writers,STATIVE
Safire cannot be accused of being copy-proud,accused,Safire,DYNAMIC
"(except, evidently, of awful puns, as in ",,,CANNOT_DECIDE
"Ms. is deliberately msterious ,",is,Ms.,STATIVE
but at least it is not deliberately msleading  and other mscegenations).,msleading,Ms.,STATIVE
There is no gainsaying,is,,STATIVE
"that Safire is one of the most influential writers on contemporary English,",is,Safire,STATIVE
and it is essential,is,it,STATIVE
that his books be in the libraries of all,be,books,STATIVE
"who are interested in the subject, regardless of their alignment with his opinions.",are,all,STATIVE
"For one thing, he documents many neologisms, an activity",documents,he,DYNAMIC
that endears him to many working lexicographers.,endears,activity,DYNAMIC
"From the sometimes cavalier manner in which he treats his subject, one wonders",wonders,one,STATIVE
if Safire feels the burden of the responsibility,feels,Safire,STATIVE
he has toward his readers.,has,,STATIVE
The publisher sent unrevised bound proofs from which this review was prepared;,sent,publisher,DYNAMIC
"unfortunately, there was no proof of an index,",was,proof,STATIVE
but the publisher has assured me,assured,proof,DYNAMIC
"that there will be one in the published book, a rather essential ingredient of a work with this title.",be,,STATIVE
Laurence Urdang,,,CANNOT_DECIDE
Webster's New World Guide to Current American Usage,,,CANNOT_DECIDE
"Here is a commonsense style book, useful to those",is,Guide,STATIVE
who have the education and common sense to be in doubt about questions of English usage.,have,those,STATIVE
"It has some problems,",has,It,STATIVE
if you want to be sticky about things: on p. xv,want,you,STATIVE
we read:,read,we,DYNAMIC
...Einstein's Special Theory of Relativity does not say,say,Theory,STATIVE
that E = MC and in leap year MC.,,,CANNOT_DECIDE
Indeed it does not.,does,it,STATIVE
But it does say,say,it,STATIVE
"E = mc ; the version with the capital M and C is, essentially, meaningless to those familiar with the conventional symbolism",is,version,STATIVE
used in physics.,used,symbolism,DYNAMIC
While I acknowledge,acknowledge,I,STATIVE
that it is not easy to know,is,it,STATIVE
"how to sort out the many topics to be covered in a usage book, most reasonable writers have taken a stab at writing an entry under a heading",taken,writers,DYNAMIC
"that seems a likely place to look,",seems,heading,STATIVE
then have provided a detailed index.,provided,look,DYNAMIC
Not Bernice Randall.,,,CANNOT_DECIDE
"True, one can find different from , etc., in an entry so headed, but for absolute constructions one is referred to an entry",find,,DYNAMIC
"called Covered with onions, relish, and ketchup,",called,entry,STATIVE
I ate a hotdog at the ball-park.,ate,I,DYNAMIC
"If the user wants to find out about misplaced adjectives and adverbs , reference is made to the entry Electric shaver for women with delicate floral design on the handle.",made,reference,DYNAMIC
A search for only would be futile.,be,search,STATIVE
"Perhaps the subject and treatment of usage need some lightening up,",need,treatment,STATIVE
but I am hard put to agree,put,subject,STATIVE
that they are quite as frivolous and light-headed,are,have,STATIVE
as this book would have us believe.,have,frivolous,STATIVE
"Fun is fun,",is,Fun,STATIVE
but those who might rely on such a book,rely,those,STATIVE
are quite serious about the information,are,those,STATIVE
"they are seeking,",seeking,they,DYNAMIC
and it is unfair to play fast and loose with their sincerity.,is,it,STATIVE
"A sense of humor about a subject is born of a feeling of security about it,",born,sense,STATIVE
but security is the one characteristic,is,security,STATIVE
often lacking among those,lacking,characteristic,STATIVE
who would use Current American Usage .,use,those,DYNAMIC
There is no doubt,is,doubt,STATIVE
that Randall enjoys her work.,enjoys,Randall,STATIVE
But of what use is a long entry on spoonerisms?,is,entry,CANNOT_DECIDE
"And of what use are the interminable examples, for instance,",are,use,CANNOT_DECIDE
"of the misuse of like for as , which draw out the entry to three pages?",draw,as,CANNOT_DECIDE
More than four pages are devoted to clichs,devoted,pages,STATIVE
"(under the guise of Lo and behold, it's man's best friend., which,",'s,it,STATIVE
"being an exclamation, really ought to end in an exclamation point).",end,”,STATIVE
The article on British/American English (There's no home like Eaton Place.),'s,article,STATIVE
"is a good one,",is,one,STATIVE
"but, at six pages, its utility is questionable.",is,utility,STATIVE
"In the matter of pronunciations of BrEng names, it is an old-fashioned fantasy of Americans",is,it,STATIVE
that Brits go round,go,Brits,DYNAMIC
saying POM-frit for Pontefract,saying,,DYNAMIC
: most Brits that I have heard give the name a spelling pronunciation these days; and so with many of the old shibboleths.,heard,Brits,DYNAMIC
"Of what relevance (to usage, notwithstanding the fact that the topic is interesting) is an entry on eponyms (John Bull and John Hancock are not just any johns.)",is,entry,CANNOT_DECIDE
?,,,CANNOT_DECIDE
"That is not,",is,That,STATIVE
"strictly speaking, a subject pertinent to the title of the book.",speaking,,CANNOT_DECIDE
All of which is to say,is,though,STATIVE
that the book is an interesting work on the language,is,book,STATIVE
"and contains accurate,",contains,work,STATIVE
"though longwinded information about what it covers, interesting and useful facts about American English.",covers,it,CANNOT_DECIDE
"Its only real faults are its title,",are,faults,STATIVE
"which belies the content, the cutesy headings, and the lack of a truly detailed index:",belies,headings,STATIVE
self-indexing does not provide coverage of sufficient detail.,provide,self-indexing,DYNAMIC
"As a reference work on usage, it is far from complete:",is,it,STATIVE
The Simon and Schuster Publicity Department could have used an entry on foreword/ forward,used,Simon,DYNAMIC
(spelt foreward in the release,,,STATIVE
accompanying the review copy).,accompanying,release,STATIVE
"A longish section, Some Troublesome Idiomatic Prepositions, and a Glossary of Grammatical and Linguistic Terms Used in This Book,",Used,Glossary,CANNOT_DECIDE
"followed by a list of References, sources",followed,section,STATIVE
"associated with specific entries, round out the work.",round,section,STATIVE
Laurence Urdang,,,CANNOT_DECIDE
Language Notes from Abroad,,,CANNOT_DECIDE
Once more unto the breach for the warriors of 1'Acadmie Franaise in their uphill battle to preserve the purity of their native tongue.,unto,Notes,CANNOT_DECIDE
"Examples of franglais which they find particularly monstrous are,",are,Examples,STATIVE
"I hear, to be condemned to a newly created Muse des horreurs.",hear,I,DYNAMIC
"The first is sponsor, sponsoriser, sponsorisation.",is,first,STATIVE
The academy also calls,calls,academy,DYNAMIC
"upon all French to send in further examples of linguistic pollution,",send,academy,CANNOT_DECIDE
 observing ruefully,observing,calls,DYNAMIC
that this is one museum,is,this,STATIVE
which will be open 12 months a year.,be,museum,STATIVE
"But the savants have passed barman, blazer, bobsleigh , and boycott as fit for inclusion in their new dictionary.",passed,savants,DYNAMIC
"[From The Times , 15 January 1988]",,,CANNOT_DECIDE
Letter to the Editor of The Times,,,CANNOT_DECIDE
"Penny Perrick regrets (January 11) that There is no word in English to describe that particular, special sort of pride",“,Times,STATIVE
that one feels in the achievements of one's children.,feels,one,STATIVE
"But the verb kvell , which exactly expresses that emotion,",expresses,kvell,STATIVE
is already,is,kvell,STATIVE
"(like other Yiddish loanwords, such as chutzpah, meshugga and nosh ) to be found in the Supplement to the Oxford-English Dictionary .",found,already,CANNOT_DECIDE
If you think that the practice,think,you,STATIVE
"in some Muslim countries of amputating the hand of a thief is harsh, beware of participating in horse shows in England,",is,practice,STATIVE
where there is no capital punishment,is,punishment,STATIVE
but the issue arises every few years:,arises,punishment,DYNAMIC
"A carriage and team of Cleveland Bay horses, driven by Mr Fred Pendlebury...",driven,,DYNAMIC
[were] approaching the water obstacle during the cross-country section of the Harrods International Grand Prix,],[,DYNAMIC
"when the leading pair became confused,",became,pair,DYNAMIC
turned back,turned,pair,DYNAMIC
and became entangled with the second pair.,became,pair,DYNAMIC
"Mr Pendlebury, of Smithills, near Bolton, Greater Manchester, was eliminated.",eliminated,Pendlebury,DYNAMIC
"[From The Times , 16 May 1988]",],,CANNOT_DECIDE
Loose Cannons & Red Herrings,,,CANNOT_DECIDE
"Readers should be familiar with Robert Claiborne's earlier books, especially Our Marvelous Native Tongue: The Life and Times of the English Language .",be,Cannons,STATIVE
One might say,say,One,DYNAMIC
that subtitling the present book A Book of Lost Metaphors is an example of a loose canon [sic] ,is,subtitling,STATIVE
unless metaphor is taken in its broadest sensebut,taken,metaphor,STATIVE
one is unlikely to find red herrings here:,is,one,STATIVE
"the etymologies of a few hundred words and phrases are given, many not readily findable in standard works of reference.",given,etymologies,STATIVE
The rationale behind referring to them as lost arises from the author's observation of an unfortunate state of affairs,referring,rationale,DYNAMIC
": because of an increasingly widespread lack of familiarity with the basic, structural elements of our cultureGreek and Roman mythology, the Bible, literature, and ordinary historical factpeople today are unable to discern the origins of terms like aphrodisiac, Achilles [sic] heel or tendon,",are,rationale,STATIVE
"meet one's Waterloo,",meet,discern,CANNOT_DECIDE
"sow dragon's teeth , and hand-writing on the wall , to name a few.",name,origins,CANNOT_DECIDE
"There are many,",are,many,STATIVE
"of course, but unaccountably, they are not the focus of this book.",are,they,STATIVE
Claiborne investigates and reports on expressions,investigates,Claiborne,DYNAMIC
"like sow one's wild oats ,",,,CANNOT_DECIDE
about which he tells us little or nothing:,tells,he,DYNAMIC
"the modern Latinate designation Avena fatua came too many centuries after the original expression to have any relevance to it,",came,fatua,DYNAMIC
so why bring up the information that fatua is Latin for `foolish':,bring,,CANNOT_DECIDE
"it was also Latin for `wild,'",was,it,STATIVE
which might be more to the point.,be,wild,STATIVE
"In any event, it is hard to discern, from the arch style",is,it,STATIVE
"affected in an attempt to make dull facts interesting, just",affected,style,DYNAMIC
what is the origin of sow one's wild oats .,is,what,STATIVE
"In many entries, Claiborne labors the obvious, offering little or nothing",labors,Claiborne,DYNAMIC
"we do not already know,",know,we,STATIVE
"could easily imagine,",imagine,labors,DYNAMIC
or for which the author offers no explanation.,offers,labors,STATIVE
"Among examples of the first are spit and polish,",are,,STATIVE
"on the spot, on the square, stick one's neck out , etc.",stick,spit,CANNOT_DECIDE
"Examples of the last include spill the beans, square the circle, stalemate , etc.",include,Examples,STATIVE
"Between these is an occasional flash of useful wisdom,",is,these,STATIVE
much of it pretty well covered by other books of this type,covered,much,STATIVE
(which seem to be proliferating).,seem,type,STATIVE
"What is missing, for example, at square the circle , is the information",is,is,STATIVE
"that because the area of a circle is mathematically calculated using pi ,",calculated,area,DYNAMIC
"which is irrational,",is,pi,STATIVE
there is no mathematical way,is,information,STATIVE
of calculating the dimensions of a square with the same area as that of a given circle.,calculating,way,CANNOT_DECIDE
But that does not mean,mean,that,STATIVE
that such a square cannot exist.,exist,square,STATIVE
"As for stalemate , which is related to checkmate , would it not have been important to indicate that the - mate part has nothing to do with English,",been,it,STATIVE
having been borrowed from checkmate,borrowed,it,DYNAMIC
which is a loanword from Persian,is,checkmate,STATIVE
"(and has nothing to do with check , either).",has,borrowed,STATIVE
"Often, an entry offers nothing in the way",offers,entry,STATIVE
of etymology and merely explains the meaning.,explains,entry,STATIVE
Does any reader need an entry like this one?,need,reader,CANNOT_DECIDE
straddle .,,,CANNOT_DECIDE
"When you straddle a horse,",straddle,you,DYNAMIC
you've got one leg on either side of the animal.,got,you,STATIVE
"When a politican straddles an issue,",straddles,politican,DYNAMIC
he's in much the same position.,'s,he,STATIVE
"Some speculative suggestions, as the derivation (or reinforcement) from Seidlitz powders for take a powder are sheer nonsense.",are,suggestions,STATIVE
"Not all entries contain misleading, dull, or incorrect information,",contain,entries,STATIVE
but those that do not are marked by a lack of originality.,marked,entries,STATIVE
Laurence Urdang,,,CANNOT_DECIDE
Word Maps,,,CANNOT_DECIDE
"Dialect geography, a branch of dialectology, describes certain features of the dialects of a language and their distribution.",describes,Dialect,DYNAMIC
The field is about 100 years old.,is,field,STATIVE
"Most prominent among its earliest practitioners in England was Joseph Wright,",was,Most,STATIVE
"who prepared the six-volume English Dialect Dictionary ,",prepared,Wright,DYNAMIC
which was published between 1898 and 1905,published,Dictionary,DYNAMIC
; the best-known contemporary British specialist is Harold Orton.,is,specialist,STATIVE
"In America, work proceeded space during the 1930s,",proceeded,work,DYNAMIC
"largely under the direction of Raven McDavid, Hans Kurath, and, later, Harold Allen; more recently, Lee Pedersen and others have investigated American English dialects.",investigated,others,STATIVE
"Between 1948 and 1961, fieldworkers based at the University of Leeds conducted the Survey of English Dialects,",conducted,fieldworkers,DYNAMIC
which studied 313 localities in England,studied,Dialects,DYNAMIC
"(which, as everyone ought to know,",know,everyone,STATIVE
does not include Wales or Scotland).,include,which,STATIVE
The present book is extracted from the two major works,extracted,book,STATIVE
"that resulted from the Survey, The Linguistic Atlas of England",resulted,works,DYNAMIC
"(1978) and A Word Geography of England (1974), both under the direction of Harold Orton,",,,CANNOT_DECIDE
aided by Sanderson and Widdowson in the latter effort.,aided,Orton,STATIVE
People generally seem to find dialect study interesting.,seem,People,STATIVE
One letter writer to The Times [21 June 1988] reported:,reported,”,DYNAMIC
"Our close neighbour... in Bere Regis, who was born in the village",born,Regis,DYNAMIC
"and who speaks with a delicious Dorset burr,",speaks,Regis,STATIVE
always uses I instead of me.,uses,speaks,DYNAMIC
...,,,CANNOT_DECIDE
"Well, it makes company for I and company for she.",“,”,CANNOT_DECIDE
"Another of his happy expressions is inner-wards,",is,inner-wards,STATIVE
"meaning `since,' as in...I chucked him out the door",meaning,inner-wards,STATIVE
and he's not been back innerwards.,been,he,STATIVE
Another reported [same date]:,reported,Another,DYNAMIC
Let's get it right.,Let,],CANNOT_DECIDE
"The Bristol for me is not I, but oi.",“,”,STATIVE
"When I was teaching there,",teaching,I,DYNAMIC
the explanation invariably given by boys,given,explanation,DYNAMIC
brought to me for scrapping in the playground was:,was,explanation,STATIVE
"Ee it oi,",oi,”,CANNOT_DECIDE
so oi it ee.,ee,”,CANNOT_DECIDE
"The 100 maps selected for representation from the Survey yield information on several hundred words,",selected,maps,DYNAMIC
"some of which are clear variants, others quite different lexical entities.",are,some,STATIVE
"For instance, Map 34 shows the areas,",shows,Map,STATIVE
"marked off by boundary lines,",marked,areas,STATIVE
"where the variants chimley chimbley, chimmock, chimdey, chimbey , and chimney occur.",occur,variants,DYNAMIC
Map 33 shows the distribution of child,shows,Map,STATIVE
"(most of southern England) and of bairn (north of a slightly wavy line between Boston, on the Wash to the east, and Lancaster, on the west coast).",,,CANNOT_DECIDE
The authors have provided a brief introduction,provided,authors,DYNAMIC
"which is easy to follow, a list of suggested readings, and the names and addresses of the several institutions and societies in Britain",is,list,STATIVE
where readers may indulge a more intensive interest in dialect study.,indulge,readers,DYNAMIC
"The maps are clear, each occupying a full page,",are,maps,STATIVE
and the word information is well set forth on them.,set,maps,STATIVE
"Where necessary, brief but not cryptic explanations are provided of any information",provided,explanations,DYNAMIC
that might seem to be out of the ordinary.,seem,information,STATIVE
I have only one nit to pick with the authors.,have,I,STATIVE
"In their description of isoglosses , they write:",write,they,DYNAMIC
These are drawn to run midway between/ localities,drawn,These,STATIVE
which were shown by the Survey of English Dialects to use the different words or pronunciations,shown,localities,DYNAMIC
which are the subject of the map.,are,pronunciations,STATIVE
Although it is true,is,it,STATIVE
"that isoglosses, in effect, set off the various areas",set,isoglosses,DYNAMIC
"where a particular usage was recorded, more accurately",recorded,usage,DYNAMIC
an isogloss is drawn to connect sites,drawn,isogloss,DYNAMIC
either where speakers employ both usages or where speakers,employ,speakers,DYNAMIC
using one or the other live in very close proximity.,live,speakers,STATIVE
"Hence, the term isogloss , from iso - `same' + gloss `word,' to describe the line on a map",isogloss,term,CANNOT_DECIDE
where the terms are of equal distribution.,are,terms,STATIVE
Isoglosses are to dialect maps,are,Isoglosses,STATIVE
"what isobars and isotherms are to weather maps,",are,isobars,STATIVE
"what isobaths are to geophysical maps of the oceans, etc.",are,isobaths,STATIVE
The authors are not alone in getting this wrong:,are,authors,STATIVE
it is incorrect in some dictionaries.,is,it,STATIVE
"In those countries where dialect study is undertaken, dialectologists observe",observe,dialectologists,DYNAMIC
that there are today,are,factors,STATIVE
many factors militating against the strict maintenance of older dialect boundaries:,militating,factors,CANNOT_DECIDE
"the standardization of terminology as adopted by national periodicals, news services, radio, and television; the establishment of prestige dialects and, through the media, their promulgation; and the huge population shifts",adopted,terminology,CANNOT_DECIDE
"that have taken place, particularly in the U.S. since WWII.",taken,shifts,DYNAMIC
"Such shifts have been somewhat slower in England,",been,shifts,STATIVE
but seem now to be speeding up.,seem,shifts,STATIVE
"There are many other, lesser factors at work,",are,factors,STATIVE
"but taken together,",taken,all,CANNOT_DECIDE
"all tend toward standardization,",tend,factors,STATIVE
especially as the older speakers die off.,die,speakers,DYNAMIC
"In some respects, it may not be long before certain aspects of dialect geography will be largely historical.",be,it,STATIVE
"The importance of dialect is emphasized regularly in the press,",emphasized,importance,DYNAMIC
where we read about people,read,we,DYNAMIC
"being killed, as in parts of India,",killed,we,DYNAMIC
because they use the wrong shibboleths.,use,they,DYNAMIC
This book is a good introduction to the subject,is,book,STATIVE
"(in England); those familiar with dialectology in America, and those interested in the study in England or, indeed, generally would be well advised to add Word Maps to their libraries.",interested,those,STATIVE
Laurence Urdang,,,CANNOT_DECIDE
American Literary Almanac,,,CANNOT_DECIDE
"This is an interesting, useful reference book",is,This,STATIVE
containing information about the better-known writers of America.,containing,book,STATIVE
It is divided into eighteen chapters,divided,It,STATIVE
"varying in length, each",varying,chapters,STATIVE
"dealing with a different aspect of the authors and their works, among them,",dealing,each,STATIVE
Writers Related to Writers Schooldays,,,STATIVE
"(which colleges and universities spawned which writers) American Literary Pseudonyms American Literary Title Sources Literary Cons: Hoaxes, Frauds, and Plagiarism in American Literature The Profession of Authorship:",spawned,universities,DYNAMIC
Authors/Publishers/ Editors/Agents Thrown to the Wolves: Reviews and Reviewers,,,CANNOT_DECIDE
These are supplemented by an extensive Bibliography and a detailed Index.,supplemented,each,STATIVE
"As can be seen from the chapter headings, some of the material is trivial, but nonetheless interesting for that.",is,some,STATIVE
It is not at once apparent,is,It,STATIVE
"why the book is styled an almanac,",styled,book,STATIVE
but that is unimportant:,is,book,STATIVE
there is no other book,is,book,STATIVE
I know of,know,I,STATIVE
that contains as much diverse information about American writers as this one.,contains,,STATIVE
Its readability and organization make it suitable for browsingeven,make,readability,STATIVE
"for reading straight throughso in that respect, at least,",reading,,CANNOT_DECIDE
it does not resemble books in the Oxford Companion series.,resemble,it,STATIVE
"It contains many photographs of writers, some quite early;",contains,It,STATIVE
these enliven the appearance of the book,enliven,these,DYNAMIC
"but accomplish little else,",accomplish,these,DYNAMIC
unless one is interested in what Samuel Clemens looked like at the age of 15,is,one,STATIVE
(as a printer's devil) or in the appearance of Hart Crane standing in the middle of a railroad track in Cleveland in 1916.,standing,Crane,STATIVE
It is difficult to make any sensible connection between the lives of authors and their creations.,is,It,STATIVE
"A handful might have led colorful existences,",led,handful,DYNAMIC
some are objects of interest,are,died,STATIVE
because they died,died,objects,DYNAMIC
"early, committed suicide, were related to (other)",related,early,DYNAMIC
"famous people, and so forth; but such information seldom reveals as much about their output",reveals,objects,DYNAMIC
"as do the creations themselves,",do,,CANNOT_DECIDE
and in certain cases one is probably better off not knowing quite so much.,is,better,STATIVE
This book appears to have been diligently researched,appears,book,STATIVE
"and has much to recommend it as an adjunct to most libraries, public and private, large and small, general and specialized.",has,book,STATIVE
Laurence Urdang,,,CANNOT_DECIDE
Faculty protest against apartheid at Cornell.,“,Urdang,DYNAMIC
"[TV news tease, WHEC, Rochester, .",,,CANNOT_DECIDE
Submitted by .],,,DYNAMIC
[the tenor] brings the opera to its climax in his final suicide.,brings,],DYNAMIC
[From a review of Handel's Tamerlano in the issue of Stereo Review.,[,,CANNOT_DECIDE
Submitted by .],,,DYNAMIC
"I would like to make a couple of comments on articles in the Autumn 1988 issue [XV,2].",like,I,DYNAMIC
"Re the article on Cuthbert, Dickens uses intercourse to mean `communication between people' in A Christmas Carol",uses,Dickens,DYNAMIC
when Scrooge says,says,Scrooge,DYNAMIC
I will not be the man,“,,STATIVE
I must have been but for this intercourse to the third Spirit.,been,I,STATIVE
I would think,think,I,STATIVE
that the words grand and stretch would be known to more people than two of the words,known,stretch,STATIVE
the author gives as being familiar ( chippy and hootch ).,gives,author,DYNAMIC
"Incidentally, I seem to recall reading somewhere",seem,I,STATIVE
that skins as slang for `dollars' dates from frontier days,dates,skins,STATIVE
"when trappers used animal skins as currency,",used,trappers,DYNAMIC
and is therefore much older than early 20th-century Harlem.,is,trappers,STATIVE
"...the party consisted of Beckett, Dame Peggy Ashcroft, Harold Pinter, and the late Alan Webb.",consisted,party,STATIVE
"[from The Times Diary , , ]",[,,CANNOT_DECIDE
